"gameid","roundNum","condition","target_sub","target_basic","target_super","alt1_sub","alt1_basic","alt1_super","alt2_sub","alt2_basic","alt2_super","speakerMessages","listenerMessages","refExp","sub","basic","super","freq_sub","freq_basic","freq_super","log_freq_sub","log_freq_basic","log_freq_super","diff_logfreq_subbasic","diff_logfreq_subsuper","mean_length_sub","mean_length_basic","mean_length_super","precoded_length_sub","precoded_length_basic","precoded_length_super","ratio_length_subbasic","ratio_length_subsuper","redCondition","typ_sub","typ_basic","typ_super","ratio_typ_subbasic","ratio_typ_subsuper","binaryCondition","trial_inds"
"2298-c",2,"basic23","suv","car","vehicle","ambulance",NA,"vehicle","pottedplant",NA,"plant","SUV","","SUV",TRUE,FALSE,FALSE,5.71e-07,0.000113414,4.63e-05,-14.3758766272904,-9.08446571750066,-9.98036859687209,-5.29141090978974,-4.39550803041831,3,3.01,7,3,3,7,0.996677740863787,0.428571428571429,"basic_sufficient",0.919285714285714,0.886818181818182,0.914,1.03661126162408,1.00578305720538,"nonsub_sufficient",0
"2298-c",9,"basic22","dressshirt","shirt","clothing","dress",NA,"clothing","socks",NA,"clothing","Light blue shirt","","Light blue shirt",FALSE,TRUE,FALSE,1.65e-07,2.16e-05,2.35e-05,-15.6173203630458,-10.7428172432742,-10.6585101368142,-4.87450311977168,-4.95881022623167,11,5,8,10,5,8,2.2,1.375,"basic_sufficient",0.939166666666667,0.912222222222222,0.942727272727273,1.0295371498173,0.996223079395693,"nonsub_sufficient",1
"2298-c",14,"basic12","picnictable","table","furniture","sidetable","table","furniture","bed",NA,"furniture","Picnic table","","Picnic table",TRUE,FALSE,FALSE,5.19e-07,0.000309774,1.8e-05,-14.4713619537805,-8.07966755861639,-10.9251388000681,-6.39169439516413,-3.54622315371241,9.73,4.99,9,11,5,9,1.9498997995992,1.08111111111111,"sub_necessary",0.987222222222222,0.82625,0.631333333333333,1.19482265927047,1.56370996128124,"sub_necessary",2
"2298-c",15,"basic12","grizzlybear","bear","animal","koalabear","bear","animal","cow",NA,"animal","Brown bear","","Brown bear",FALSE,TRUE,FALSE,4.97e-07,1.9e-05,0.000117655,-14.5146758108498,-10.8710715787978,-9.04775394475643,-3.64360423205195,-5.46692186609335,9,4,6,11,4,6,2.25,1.5,"sub_necessary",0.951052631578947,0.970769230769231,0.857142857142857,0.979689715572608,1.10956140350877,"sub_necessary",3
"2298-c",16,"basic12","husky","dog","animal","greyhound","dog","animal","hamster",NA,"animal","Wolf","","Wolf",TRUE,FALSE,FALSE,2.26e-07,6.42e-05,0.000117655,-15.3027308376741,-9.65350734726836,-9.04775394475643,-5.64922349040577,-6.2549768929177,4.68,3.05,6,5,3,6,1.5344262295082,0.78,"sub_necessary",0.932142857142857,0.863333333333333,0.94,1.07970215113072,0.991641337386018,"sub_necessary",4
"2298-c",17,"basic33","parrot","bird","animal","train",NA,"vehicle","bookcase",NA,"furniture","Parrot","","Parrot",TRUE,FALSE,FALSE,2.65e-06,6.03e-05,0.000117655,-12.8409509179661,-9.71617845423113,-9.04775394475643,-3.12477246373501,-3.79319697320971,6.14,4.01,6,6,4,6,1.53117206982544,1.02333333333333,"super_sufficient",0.955333333333333,0.863913043478261,0.679090909090909,1.10582117094447,1.40678268630076,"nonsub_sufficient",5
"2298-c",18,"basic22","goldfish","fish","animal","lobster",NA,"animal","rhino",NA,"animal","Fish","","Fish",FALSE,TRUE,FALSE,1.49e-07,5.83e-05,0.000117655,-15.719319531001,-9.74990846460783,-9.04775394475643,-5.96941106639312,-6.67156558624452,7.87,4,6,8,4,6,1.9675,1.31166666666667,"basic_sufficient",0.963571428571429,0.941176470588235,0.746153846153846,1.02379464285714,1.29138438880707,"nonsub_sufficient",6
"2298-c",20,"basic33","minivan","car","vehicle","lamp",NA,"furniture","grasses",NA,"plant","Car","","Car",FALSE,TRUE,FALSE,2.63e-07,0.000113414,4.63e-05,-15.1511118047686,-9.08446571750066,-9.98036859687209,-6.06664608726799,-5.17074320789656,5.71,3.01,7,7,3,7,1.89700996677741,0.815714285714286,"super_sufficient",0.946153846153846,0.847272727272727,0.774285714285714,1.11670518322879,1.22196991200681,"nonsub_sufficient",7
"2298-c",21,"basic33","gummybears","candy","snack","grasses",NA,"plant","dress",NA,"clothing","Candy","","Candy",FALSE,TRUE,FALSE,1.28e-08,6.34e-06,4.43e-06,-18.1738206660208,-11.9686317895151,-12.3271109739072,-6.2051888765057,-5.84670969211361,8.53,5.05,5,10,5,5,1.68910891089109,1.706,"super_sufficient",0.985333333333333,0.856153846153846,0.765,1.15088349805331,1.2880174291939,"nonsub_sufficient",8
"2298-c",25,"basic23","eagle","bird","animal","lobster",NA,"animal","rosemary",NA,"plant","Bird","","Bird",FALSE,TRUE,FALSE,1.05e-05,6.03e-05,0.000117655,-11.4641353008008,-9.71617845423113,-9.04775394475643,-1.74795684656966,-2.41638135604437,4.91,4.01,6,5,4,6,1.22443890274314,0.818333333333333,"basic_sufficient",0.885,0.788125,0.9225,1.12291831879461,0.959349593495935,"nonsub_sufficient",9
"2298-c",27,"basic23","jellybeans","candy","snack","chips",NA,"snack","socks",NA,"clothing","Candy","","Candy",FALSE,TRUE,FALSE,1.68e-07,6.34e-06,4.43e-06,-15.5993018575432,-11.9686317895151,-12.3271109739072,-3.63067006802801,-3.27219088363592,9.34,5.05,5,10,5,5,1.84950495049505,1.868,"basic_sufficient",0.982142857142857,0.903571428571429,0.659230769230769,1.08695652173913,1.48983163860643,"nonsub_sufficient",10
"2298-c",28,"basic33","tulip","flower","plant","horse",NA,"animal","socks",NA,"clothing","Flower","","Flower",FALSE,TRUE,FALSE,1.14e-06,4.86e-05,0.000155648,-13.6844822955579,-9.93188702705783,-8.76791351050068,-3.75259526850004,-4.91656878505719,4.39,5.98,5,5,6,5,0.734113712374582,0.878,"super_sufficient",0.851666666666667,0.941764705882353,0.879090909090909,0.904330626691651,0.968803860737677,"nonsub_sufficient",11
"2298-c",29,"basic22","convertible","car","vehicle","motorcycle",NA,"vehicle","firetruck",NA,"vehicle","Convertible","","Convertible",TRUE,FALSE,FALSE,3.64e-07,0.000113414,4.63e-05,-14.8261119693097,-9.08446571750066,-9.98036859687209,-5.74164625180901,-4.84574337243758,11.19,3.01,7,11,3,7,3.71760797342193,1.59857142857143,"basic_sufficient",0.9405,0.921,0.93,1.02117263843648,1.01129032258065,"nonsub_sufficient",12
"2298-c",30,"basic12","diningtable","table","furniture","sidetable","table","furniture","wardrobe",NA,"furniture","Long table","","Long table",FALSE,TRUE,FALSE,5.4e-07,0.000309774,1.8e-05,-14.4316966973881,-8.07966755861639,-10.9251388000681,-6.3520291387717,-3.50655789731998,12,4.99,9,11,5,9,2.40480961923848,1.33333333333333,"sub_necessary",0.82375,0.927619047619048,0.905,0.888026180698152,0.910220994475138,"sub_necessary",13
"2298-c",31,"basic12","blackbear","bear","animal","lion",NA,"animal","koalabear","bear","animal","Bear","","Bear",FALSE,TRUE,FALSE,5.61e-07,1.9e-05,0.000117655,-14.3935449314237,-10.8710715787978,-9.04775394475643,-3.52247335262588,-5.34579098666729,9.88,4,6,9,4,6,2.47,1.64666666666667,"sub_necessary",0.957,0.935,0.876818181818182,1.02352941176471,1.09144634525661,"sub_necessary",14
"2298-c",36,"basic23","poloshirt","shirt","clothing","rhino",NA,"animal","bathrobe",NA,"clothing","Blue shirt","","Blue shirt",FALSE,TRUE,FALSE,1.63e-07,2.16e-05,2.35e-05,-15.6295156361396,-10.7428172432742,-10.6585101368142,-4.88669839286549,-4.97100549932549,6.7,5,8,9,5,8,1.34,0.8375,"basic_sufficient",0.853571428571429,0.9675,0.953809523809524,0.882244370616464,0.894907638542187,"nonsub_sufficient",15
"2298-c",39,"basic23","mnms","candy","snack","popcorn",NA,"snack","gloves",NA,"clothing","Candy","","Candy",FALSE,TRUE,FALSE,1.59e-10,6.34e-06,4.43e-06,-22.5621169137083,-11.9686317895151,-12.3271109739072,-10.5934851241932,-10.2350059398011,4.41,5.05,5,4,5,5,0.873267326732673,0.882,"basic_sufficient",0.923333333333333,0.8985,0.827222222222222,1.02763865702096,1.11618535930154,"nonsub_sufficient",16
"2298-c",40,"basic23","rose","flower","plant","elephant",NA,"animal","pottedplant",NA,"plant","Rose","","Rose",TRUE,FALSE,FALSE,2.53e-05,4.86e-05,0.000155648,-10.5847061622308,-9.93188702705783,-8.76791351050068,-0.652819135172974,-1.81679265173012,4,5.98,5,4,6,5,0.668896321070234,0.8,"basic_sufficient",0.981666666666667,0.885454545454545,0.850769230769231,1.10865845311431,1.1538577456299,"nonsub_sufficient",17
"2298-c",42,"basic33","hawaiishirt","shirt","clothing","grasses",NA,"plant","lion",NA,"animal","Shirt","","Shirt",FALSE,TRUE,FALSE,2.97e-10,2.16e-05,2.35e-05,-21.9372889771258,-10.7428172432742,-10.6585101368142,-11.1944717338517,-11.2787788403117,12.62,5,8,11,5,8,2.524,1.5775,"super_sufficient",0.932777777777778,0.811739130434783,0.767,1.14911027792656,1.21613791105317,"nonsub_sufficient",18
"2298-c",43,"basic22","pigeon","bird","animal","lion",NA,"animal","rhino",NA,"animal","Bird","","Bird",FALSE,TRUE,FALSE,5.02e-06,6.03e-05,0.000117655,-12.2020806242606,-9.71617845423113,-9.04775394475643,-2.4859021700295,-3.15432667950421,5.87,4.01,6,6,4,6,1.46384039900249,0.978333333333333,"basic_sufficient",0.973888888888889,0.901578947368421,0.820833333333333,1.08020367127197,1.18646362098139,"nonsub_sufficient",19
"2298-c",44,"basic23","coffeetable","table","furniture","grasses",NA,"plant","bookcase",NA,"furniture","Table","","Table",FALSE,TRUE,FALSE,1.06e-06,0.000309774,1.8e-05,-13.7572416498403,-8.07966755861639,-10.9251388000681,-5.67757409122391,-2.83210284977219,9.08,4.99,9,11,5,9,1.81963927855711,1.00888888888889,"basic_sufficient",0.924375,0.8705,0.849090909090909,1.06188971855256,1.08866434689507,"nonsub_sufficient",20
"2298-c",47,"basic22","polarbear","bear","animal","crocodile",NA,"animal","hamster",NA,"animal","Bear","","Bear",FALSE,TRUE,FALSE,6.8e-07,1.9e-05,0.000117655,-14.2011730387763,-10.8710715787978,-9.04775394475643,-3.33010145997843,-5.15341909401983,8.83,4,6,9,4,6,2.2075,1.47166666666667,"basic_sufficient",0.97,0.894375,0.911428571428571,1.08455625436758,1.06426332288401,"nonsub_sufficient",21
"2298-c",51,"basic22","pug","dog","animal","iguana",NA,"animal","horse",NA,"animal","Pug","","Pug",TRUE,FALSE,FALSE,3.57e-07,6.42e-05,0.000117655,-14.8455300551668,-9.65350734726836,-9.04775394475643,-5.19202270789841,-5.79777611041034,3.04,3.05,6,3,3,6,0.99672131147541,0.506666666666667,"basic_sufficient",0.941764705882353,0.907826086956522,0.867,1.0373844940275,1.08623380147907,"nonsub_sufficient",22
"2298-c",52,"basic22","germanshepherd","dog","animal","iguana",NA,"animal","squirrel",NA,"animal","Dog","","Dog",FALSE,TRUE,FALSE,2.88e-07,6.42e-05,0.000117655,-15.0603053568105,-9.65350734726836,-9.04775394475643,-5.40679800954211,-6.01255141205404,13.13,3.05,6,14,3,6,4.30491803278689,2.18833333333333,"basic_sufficient",0.95,0.934615384615385,0.957,1.01646090534979,0.992685475444096,"nonsub_sufficient",23
"2298-c",53,"basic33","daisy","flower","plant","cow",NA,"animal","gloves",NA,"clothing","Flower","","Flower",FALSE,TRUE,FALSE,3.37e-06,4.86e-05,0.000155648,-12.6005978136,-9.93188702705783,-8.76791351050068,-2.66871078654218,-3.83268430309932,5.91,5.98,5,5,6,5,0.988294314381271,1.182,"super_sufficient",0.852941176470588,0.970769230769231,0.849,0.878624032814393,1.00464213954133,"nonsub_sufficient",24
"2298-c",54,"basic12","swordfish","fish","animal","squirrel",NA,"animal","discusfish","fish","animal","Pointy fish","","Pointy fish",FALSE,TRUE,FALSE,5.83e-07,5.83e-05,0.000117655,-14.3550786505959,-9.74990846460783,-9.04775394475643,-4.60517018598809,-5.30732470583949,8.03,4,6,9,4,6,2.0075,1.33833333333333,"sub_necessary",0.963846153846154,0.896,0.692,1.07572115384615,1.39284126278346,"sub_necessary",25
"2298-c",55,"basic12","pandabear","bear","animal","bison",NA,"animal","koalabear","bear","animal","Panda","","Panda",TRUE,FALSE,FALSE,1.87e-08,1.9e-05,0.000117655,-17.7947423130859,-10.8710715787978,-9.04775394475643,-6.92367073428804,-8.74698836832944,5.48,4,6,9,4,6,1.37,0.913333333333333,"sub_necessary",0.9785,0.754,0.90625,1.29774535809019,1.07972413793103,"sub_necessary",26
"2298-c",56,"basic33","dalmatian","dog","animal","bookcase",NA,"furniture","cookies",NA,"snack","Dalmation","","Dalmation",TRUE,FALSE,FALSE,1.46e-07,6.42e-05,0.000117655,-15.7396592152381,-9.65350734726836,-9.04775394475643,-6.08615186796971,-6.69190527048164,8.8,3.05,6,9,3,6,2.88524590163934,1.46666666666667,"super_sufficient",0.948666666666667,0.893636363636364,0.892272727272727,1.06158019667684,1.06320258108338,"nonsub_sufficient",27
"2298-c",57,"basic22","catfish","fish","animal","iguana",NA,"animal","horse",NA,"animal","Fish","","Fish",FALSE,TRUE,FALSE,1.05e-06,5.83e-05,0.000117655,-13.7667203937948,-9.74990846460783,-9.04775394475643,-4.01681192918701,-4.71896644903841,6.64,4,6,7,4,6,1.66,1.10666666666667,"basic_sufficient",0.932727272727273,0.8525,0.524615384615385,1.09410823780325,1.77792588643028,"nonsub_sufficient",28
"2298-c",63,"basic33","bedsidetable","table","furniture","motorcycle",NA,"vehicle","cow",NA,"animal","Furniture","","Furniture",FALSE,FALSE,TRUE,4.21e-07,0.000309774,1.8e-05,-14.680633003264,-8.07966755861639,-10.9251388000681,-6.60096544464764,-3.75549420319592,8.31,4.99,9,12,5,9,1.66533066132265,0.923333333333333,"super_sufficient",0.93125,0.487333333333333,0.898461538461538,1.9109097127223,1.03649400684932,"nonsub_sufficient",29
"2298-c",68,"basic23","sportscar","car","vehicle","ambulance",NA,"vehicle","sheep",NA,"animal","Small car","","Small car",FALSE,TRUE,FALSE,7.1e-07,0.000113414,4.63e-05,-14.1580008669111,-9.08446571750066,-9.98036859687209,-5.07353514941039,-4.17763227003896,9.82,3.01,7,9,3,7,3.2624584717608,1.40285714285714,"basic_sufficient",0.911875,0.775333333333333,0.883333333333333,1.17610705073087,1.03231132075472,"nonsub_sufficient",30
"2298-c",70,"basic23","hummingbird","bird","animal","rhino",NA,"animal","gloves",NA,"clothing","Bird","","Bird",FALSE,TRUE,FALSE,8.43e-07,6.03e-05,0.000117655,-13.9862988789446,-9.71617845423113,-9.04775394475643,-4.27012042471342,-4.93854493418813,10.08,4.01,6,11,4,6,2.51371571072319,1.68,"basic_sufficient",0.934117647058823,0.844545454545454,0.745882352941176,1.10605964667891,1.25236593059937,"nonsub_sufficient",31
"2298-c",72,"basic12","skittles","candy","snack","candycorn","candy","snack","popcorn",NA,"snack","Skittles","","Skittles",TRUE,FALSE,FALSE,9.14e-08,6.34e-06,4.43e-06,-16.2080203584863,-11.9686317895151,-12.3271109739072,-4.23938856897117,-3.88090938457908,6.87,5.05,5,8,5,5,1.36039603960396,1.374,"sub_necessary",0.952631578947368,0.905,0.791818181818182,1.05263157894737,1.20309384252825,"sub_necessary",32
"2662-0",2,"basic23","swordfish","fish","animal","lobster",NA,"animal","train",NA,"vehicle","fish","","fish",FALSE,TRUE,FALSE,5.83e-07,5.83e-05,0.000117655,-14.3550786505959,-9.74990846460783,-9.04775394475643,-4.60517018598809,-5.30732470583949,8.03,4,6,9,4,6,2.0075,1.33833333333333,"basic_sufficient",0.963846153846154,0.896,0.692,1.07572115384615,1.39284126278346,"nonsub_sufficient",33
"2662-0",10,"basic33","sunflower","flower","plant","wardrobe",NA,"furniture","rabbit",NA,"animal","flower","","flower",FALSE,TRUE,FALSE,1.72e-06,4.86e-05,0.000155648,-13.2731862671389,-9.93188702705783,-8.76791351050068,-3.34129924008109,-4.50527275663823,8.95,5.98,5,9,6,5,1.49665551839465,1.79,"super_sufficient",0.972105263157895,0.973076923076923,0.818333333333333,0.999001456209695,1.18790867188338,"nonsub_sufficient",34
"2662-0",12,"basic22","pigeon","bird","animal","rhino",NA,"animal","snake",NA,"animal","bird","","bird",FALSE,TRUE,FALSE,5.02e-06,6.03e-05,0.000117655,-12.2020806242606,-9.71617845423113,-9.04775394475643,-2.4859021700295,-3.15432667950421,5.87,4.01,6,6,4,6,1.46384039900249,0.978333333333333,"basic_sufficient",0.973888888888889,0.901578947368421,0.820833333333333,1.08020367127197,1.18646362098139,"nonsub_sufficient",35
"2662-0",18,"basic22","husky","dog","animal","rabbit",NA,"animal","sheep",NA,"animal","canine","","canine",FALSE,TRUE,FALSE,2.26e-07,6.42e-05,0.000117655,-15.3027308376741,-9.65350734726836,-9.04775394475643,-5.64922349040577,-6.2549768929177,4.68,3.05,6,5,3,6,1.5344262295082,0.78,"basic_sufficient",0.932142857142857,0.863333333333333,0.94,1.07970215113072,0.991641337386018,"nonsub_sufficient",36
"2662-0",20,"basic12","picnictable","table","furniture","sidetable","table","furniture","bookcase",NA,"furniture","picnic","","picnic",TRUE,FALSE,FALSE,5.19e-07,0.000309774,1.8e-05,-14.4713619537805,-8.07966755861639,-10.9251388000681,-6.39169439516413,-3.54622315371241,9.73,4.99,9,11,5,9,1.9498997995992,1.08111111111111,"sub_necessary",0.987222222222222,0.82625,0.631333333333333,1.19482265927047,1.56370996128124,"sub_necessary",37
"2662-0",23,"basic33","parrot","bird","animal","ambulance",NA,"vehicle","rosemary",NA,"plant","bird","","bird",FALSE,TRUE,FALSE,2.65e-06,6.03e-05,0.000117655,-12.8409509179661,-9.71617845423113,-9.04775394475643,-3.12477246373501,-3.79319697320971,6.14,4.01,6,6,4,6,1.53117206982544,1.02333333333333,"super_sufficient",0.955333333333333,0.863913043478261,0.679090909090909,1.10582117094447,1.40678268630076,"nonsub_sufficient",38
"2662-0",26,"basic33","bedsidetable","table","furniture","cookies",NA,"snack","pig",NA,"animal","furniture","","furniture",FALSE,FALSE,TRUE,4.21e-07,0.000309774,1.8e-05,-14.680633003264,-8.07966755861639,-10.9251388000681,-6.60096544464764,-3.75549420319592,8.31,4.99,9,12,5,9,1.66533066132265,0.923333333333333,"super_sufficient",0.93125,0.487333333333333,0.898461538461538,1.9109097127223,1.03649400684932,"nonsub_sufficient",39
"2662-0",30,"basic22","catfish","fish","animal","lobster",NA,"animal","kitten",NA,"animal","fish","","fish",FALSE,TRUE,FALSE,1.05e-06,5.83e-05,0.000117655,-13.7667203937948,-9.74990846460783,-9.04775394475643,-4.01681192918701,-4.71896644903841,6.64,4,6,7,4,6,1.66,1.10666666666667,"basic_sufficient",0.932727272727273,0.8525,0.524615384615385,1.09410823780325,1.77792588643028,"nonsub_sufficient",40
"2662-0",32,"basic23","mnms","candy","snack","ambulance",NA,"vehicle","popcorn",NA,"snack","candy","","candy",FALSE,TRUE,FALSE,1.59e-10,6.34e-06,4.43e-06,-22.5621169137083,-11.9686317895151,-12.3271109739072,-10.5934851241932,-10.2350059398011,4.41,5.05,5,4,5,5,0.873267326732673,0.882,"basic_sufficient",0.923333333333333,0.8985,0.827222222222222,1.02763865702096,1.11618535930154,"nonsub_sufficient",41
"2662-0",33,"basic12","diningtable","table","furniture","bookcase",NA,"furniture","sidetable","table","furniture","long table","","long table",FALSE,TRUE,FALSE,5.4e-07,0.000309774,1.8e-05,-14.4316966973881,-8.07966755861639,-10.9251388000681,-6.3520291387717,-3.50655789731998,12,4.99,9,11,5,9,2.40480961923848,1.33333333333333,"sub_necessary",0.82375,0.927619047619048,0.905,0.888026180698152,0.910220994475138,"sub_necessary",42
"2662-0",34,"basic23","daisy","flower","plant","crocodile",NA,"animal","ivy",NA,"plant","flower","","flower",FALSE,TRUE,FALSE,3.37e-06,4.86e-05,0.000155648,-12.6005978136,-9.93188702705783,-8.76791351050068,-2.66871078654218,-3.83268430309932,5.91,5.98,5,5,6,5,0.988294314381271,1.182,"basic_sufficient",0.852941176470588,0.970769230769231,0.849,0.878624032814393,1.00464213954133,"nonsub_sufficient",43
"2662-0",40,"basic12","polarbear","bear","animal","koalabear","bear","animal","pig",NA,"animal","polar","","polar",TRUE,FALSE,FALSE,6.8e-07,1.9e-05,0.000117655,-14.2011730387763,-10.8710715787978,-9.04775394475643,-3.33010145997843,-5.15341909401983,8.83,4,6,9,4,6,2.2075,1.47166666666667,"sub_necessary",0.97,0.894375,0.911428571428571,1.08455625436758,1.06426332288401,"sub_necessary",44
"2662-0",42,"basic33","coffeetable","table","furniture","popcorn",NA,"snack","sheep",NA,"animal","table","","table",FALSE,TRUE,FALSE,1.06e-06,0.000309774,1.8e-05,-13.7572416498403,-8.07966755861639,-10.9251388000681,-5.67757409122391,-2.83210284977219,9.08,4.99,9,11,5,9,1.81963927855711,1.00888888888889,"super_sufficient",0.924375,0.8705,0.849090909090909,1.06188971855256,1.08866434689507,"nonsub_sufficient",45
"2662-0",43,"basic33","tshirt","shirt","clothing","pottedplant",NA,"plant","sheep",NA,"animal","shirt","","shirt",FALSE,TRUE,FALSE,1.05e-07,2.16e-05,2.35e-05,-16.0693054867889,-10.7428172432742,-10.6585101368142,-5.32648824351473,-5.41079534997473,6.36,5,8,6,5,8,1.272,0.795,"super_sufficient",0.957857142857143,0.937142857142857,0.926666666666667,1.02210365853659,1.03365878725591,"nonsub_sufficient",46
"2662-0",47,"basic33","pandabear","bear","animal","bookcase",NA,"furniture","bathrobe",NA,"clothing","bear","","bear",FALSE,TRUE,FALSE,1.87e-08,1.9e-05,0.000117655,-17.7947423130859,-10.8710715787978,-9.04775394475643,-6.92367073428804,-8.74698836832944,5.48,4,6,9,4,6,1.37,0.913333333333333,"super_sufficient",0.9785,0.754,0.90625,1.29774535809019,1.07972413793103,"nonsub_sufficient",47
"2662-0",48,"basic33","minivan","car","vehicle","wardrobe",NA,"furniture","grasses",NA,"plant","vehicle","","vehicle",FALSE,FALSE,TRUE,2.63e-07,0.000113414,4.63e-05,-15.1511118047686,-9.08446571750066,-9.98036859687209,-6.06664608726799,-5.17074320789656,5.71,3.01,7,7,3,7,1.89700996677741,0.815714285714286,"super_sufficient",0.946153846153846,0.847272727272727,0.774285714285714,1.11670518322879,1.22196991200681,"nonsub_sufficient",48
"2662-0",53,"basic22","goldfish","fish","animal","hamster",NA,"animal","snake",NA,"animal","fish","","fish",FALSE,TRUE,FALSE,1.49e-07,5.83e-05,0.000117655,-15.719319531001,-9.74990846460783,-9.04775394475643,-5.96941106639312,-6.67156558624452,7.87,4,6,8,4,6,1.9675,1.31166666666667,"basic_sufficient",0.963571428571429,0.941176470588235,0.746153846153846,1.02379464285714,1.29138438880707,"nonsub_sufficient",49
"2662-0",55,"basic22","sportscar","car","vehicle","firetruck",NA,"vehicle","ambulance",NA,"vehicle","car","","car",FALSE,TRUE,FALSE,7.1e-07,0.000113414,4.63e-05,-14.1580008669111,-9.08446571750066,-9.98036859687209,-5.07353514941039,-4.17763227003896,9.82,3.01,7,9,3,7,3.2624584717608,1.40285714285714,"basic_sufficient",0.911875,0.775333333333333,0.883333333333333,1.17610705073087,1.03231132075472,"nonsub_sufficient",50
"2662-0",56,"basic23","eagle","bird","animal","pottedplant",NA,"plant","iguana",NA,"animal","bird","","bird",FALSE,TRUE,FALSE,1.05e-05,6.03e-05,0.000117655,-11.4641353008008,-9.71617845423113,-9.04775394475643,-1.74795684656966,-2.41638135604437,4.91,4.01,6,5,4,6,1.22443890274314,0.818333333333333,"basic_sufficient",0.885,0.788125,0.9225,1.12291831879461,0.959349593495935,"nonsub_sufficient",51
"2662-0",57,"basic23","hawaiishirt","shirt","clothing","gloves",NA,"clothing","bookcase",NA,"furniture","shirt","","shirt",FALSE,TRUE,FALSE,2.97e-10,2.16e-05,2.35e-05,-21.9372889771258,-10.7428172432742,-10.6585101368142,-11.1944717338517,-11.2787788403117,12.62,5,8,11,5,8,2.524,1.5775,"basic_sufficient",0.932777777777778,0.811739130434783,0.767,1.14911027792656,1.21613791105317,"nonsub_sufficient",52
"2662-0",58,"basic22","gummybears","candy","snack","cookies",NA,"snack","popcorn",NA,"snack","gummy","","gummy",TRUE,FALSE,FALSE,1.28e-08,6.34e-06,4.43e-06,-18.1738206660208,-11.9686317895151,-12.3271109739072,-6.2051888765057,-5.84670969211361,8.53,5.05,5,10,5,5,1.68910891089109,1.706,"basic_sufficient",0.985333333333333,0.856153846153846,0.765,1.15088349805331,1.2880174291939,"nonsub_sufficient",53
"2662-0",60,"basic22","blackbear","bear","animal","iguana",NA,"animal","rhino",NA,"animal","bear","","bear",FALSE,TRUE,FALSE,5.61e-07,1.9e-05,0.000117655,-14.3935449314237,-10.8710715787978,-9.04775394475643,-3.52247335262588,-5.34579098666729,9.88,4,6,9,4,6,2.47,1.64666666666667,"basic_sufficient",0.957,0.935,0.876818181818182,1.02352941176471,1.09144634525661,"nonsub_sufficient",54
"2662-0",61,"basic33","poloshirt","shirt","clothing","wardrobe",NA,"furniture","crocodile",NA,"animal","shirt","","shirt",FALSE,TRUE,FALSE,1.63e-07,2.16e-05,2.35e-05,-15.6295156361396,-10.7428172432742,-10.6585101368142,-4.88669839286549,-4.97100549932549,6.7,5,8,9,5,8,1.34,0.8375,"super_sufficient",0.853571428571429,0.9675,0.953809523809524,0.882244370616464,0.894907638542187,"nonsub_sufficient",55
"2662-0",63,"basic23","dalmatian","dog","animal","train",NA,"vehicle","sheep",NA,"animal","dog","","dog",FALSE,TRUE,FALSE,1.46e-07,6.42e-05,0.000117655,-15.7396592152381,-9.65350734726836,-9.04775394475643,-6.08615186796971,-6.69190527048164,8.8,3.05,6,9,3,6,2.88524590163934,1.46666666666667,"basic_sufficient",0.948666666666667,0.893636363636364,0.892272727272727,1.06158019667684,1.06320258108338,"nonsub_sufficient",56
"2662-0",64,"basic23","grizzlybear","bear","animal","train",NA,"vehicle","hamster",NA,"animal","bear","","bear",FALSE,TRUE,FALSE,4.97e-07,1.9e-05,0.000117655,-14.5146758108498,-10.8710715787978,-9.04775394475643,-3.64360423205195,-5.46692186609335,9,4,6,11,4,6,2.25,1.5,"basic_sufficient",0.951052631578947,0.970769230769231,0.857142857142857,0.979689715572608,1.10956140350877,"nonsub_sufficient",57
"2662-0",66,"basic22","pug","dog","animal","horse",NA,"animal","lion",NA,"animal","dog","","dog",FALSE,TRUE,FALSE,3.57e-07,6.42e-05,0.000117655,-14.8455300551668,-9.65350734726836,-9.04775394475643,-5.19202270789841,-5.79777611041034,3.04,3.05,6,3,3,6,0.99672131147541,0.506666666666667,"basic_sufficient",0.941764705882353,0.907826086956522,0.867,1.0373844940275,1.08623380147907,"nonsub_sufficient",58
"2662-0",69,"basic23","skittles","candy","snack","chips",NA,"snack","socks",NA,"clothing","candy","","candy",FALSE,TRUE,FALSE,9.14e-08,6.34e-06,4.43e-06,-16.2080203584863,-11.9686317895151,-12.3271109739072,-4.23938856897117,-3.88090938457908,6.87,5.05,5,8,5,5,1.36039603960396,1.374,"basic_sufficient",0.952631578947368,0.905,0.791818181818182,1.05263157894737,1.20309384252825,"nonsub_sufficient",59
"2662-0",71,"basic33","germanshepherd","dog","animal","train",NA,"vehicle","pottedplant",NA,"plant","dog","","dog",FALSE,TRUE,FALSE,2.88e-07,6.42e-05,0.000117655,-15.0603053568105,-9.65350734726836,-9.04775394475643,-5.40679800954211,-6.01255141205404,13.13,3.05,6,14,3,6,4.30491803278689,2.18833333333333,"super_sufficient",0.95,0.934615384615385,0.957,1.01646090534979,0.992685475444096,"nonsub_sufficient",60
